Sequences,"A,a","E,e","I,i","O,o","U,u",Consonants
lYELFu,0,1,0,0,1,4
qJeV4b,0,1,0,0,0,5
pqsCOEHCY,0,1,0,1,0,7
WG6CVbIPh,0,0,1,0,0,8
AzcwE8p8Q,1,1,0,0,0,7
1GOGfiQJ,0,0,1,1,0,6
fTVVj9NMzV,0,0,0,0,0,10
5mMJ3k,0,0,0,0,0,6
7ITrV0y2kZ,0,0,1,0,0,9
M8tLJMA3mD,1,0,0,0,0,9
2e7cT4b0,0,1,0,0,0,7
UOQY4s0PW,0,0,0,1,1,7
t8NNj1M,0,0,0,0,0,7
LMyydl0guO,0,0,0,1,1,8
N0apNqX,1,0,0,0,0,6
wbImk1,0,0,1,0,0,5
A0YpFe,1,1,0,0,0,4
uyzgpGJ,0,0,0,0,1,6
bRC6uBP,0,0,0,0,1,6
Q8K8SHV,0,0,0,0,0,7
D3O3GNJ5Q,0,0,0,1,0,8
bhBTOiD,0,0,1,1,0,5
B8zezF,0,1,0,0,0,5
gRxJEt,0,1,0,0,0,5
JJ4n1SU,0,0,0,0,1,6
Q1eiEMB,0,2,1,0,0,4
ELA8iL,1,1,1,0,0,3
5Nh1Wx9u,0,0,0,0,1,7
AAZpgT,2,0,0,0,0,4
nK2CjGU1X,0,0,0,0,1,8
AseqhDz02s,1,1,0,0,0,8
TxhCiHQ,0,0,1,0,0,6
iMsmbW,0,0,1,0,0,5
LqRTY9,0,0,0,0,0,6
Y35htm,0,0,0,0,0,6
ybF7OaDz,1,0,0,1,0,6
8Ao4rie3n1,1,1,1,1,0,6
1o45WBvC18,0,0,0,1,0,9
nlSClXM,0,0,0,0,0,7
hTMJs64Wyz,0,0,0,0,0,10
aZqrFH,1,0,0,0,0,5
NOYOSRHf,0,0,0,2,0,6
8dmMwAwc,1,0,0,0,0,7
mYwvuS,0,0,0,0,1,5
u2EyPqtjm,0,1,0,0,1,7
8Pobtbs,0,0,0,1,0,6
bxj9IWBk,0,0,1,0,0,7
0vYOWyc34,0,0,0,1,0,8
dDNopYPusH,0,0,0,1,1,8
STfULXvO,0,0,0,1,1,6
xcQDsIPRZ2,0,0,1,0,0,9
TNM4Aci,1,0,1,0,0,5
wOt9yK,0,0,0,1,0,5
jlIh0ig,0,0,2,0,0,5
AiEoxB,1,1,1,1,0,2
rA4C49FDCF,1,0,0,0,0,9
TzOCQxB,0,0,0,1,0,6
drhJTtSOZP,0,0,0,1,0,9
7QFF6D,0,0,0,0,0,6
pm86dq5l5,0,0,0,0,0,9
PTO598,0,0,0,1,0,5
bTwsAohP,1,0,0,1,0,6
AgVVw3am,2,0,0,0,0,6
62nBHHws8,0,0,0,0,0,9
iWU0vl,0,0,1,0,1,4
6T4VsTd,0,0,0,0,0,7
JXjcMf9xxA,1,0,0,0,0,9
UJrgmgRrgV,0,0,0,0,1,9
kh8tJxn0A,1,0,0,0,0,8
aNlV1tce,1,1,0,0,0,6
knXTnelu,0,1,0,0,1,6
M1HdFYab,1,0,0,0,0,7
TUm78Ne,0,1,0,0,1,5
TjmiSFpTO,0,0,1,1,0,7
TjaegKkH,1,1,0,0,0,6
0hiwj8s4x,0,0,1,0,0,8
4x5qTLctp,0,0,0,0,0,9
rjVgOMDuJp,0,0,0,1,1,8
4hItj5zwM,0,0,1,0,0,8
xzvqtPJ8,0,0,0,0,0,8
pdCyteyyH,0,1,0,0,0,8
1lIJI2YSEO,0,1,2,1,0,6
tbRXYx,0,0,0,0,0,6
Vdtp2t6cH,0,0,0,0,0,9
5W7dafSo,1,0,0,1,0,6
8kxKi5tX,0,0,1,0,0,7
iD8pTL,0,0,1,0,0,5
KphCExz,0,1,0,0,0,6
yU8nrPg6,0,0,0,0,1,7
VSBS0TsK6E,0,1,0,0,0,9
EehUlkfyfH,0,2,0,0,1,7
VhhXmE,0,1,0,0,0,5
lS1G9Xe,0,1,0,0,0,6
q6I0Usy,0,0,1,0,1,5
X2Ffnr4,0,0,0,0,0,7
7Uc2x1,0,0,0,0,1,5
fjiVWEEvI,0,2,2,0,0,5
Lp2pftKQm,0,0,0,0,0,9
g7FWwdpi,0,0,1,0,0,7
aJuayKb,2,0,0,0,1,4
eQpJdZ,0,1,0,0,0,5
wvqb0eYg,0,1,0,0,0,7
h9h5MGs6CR,0,0,0,0,0,10
ioYqR5BnW,0,0,1,1,0,7
IAZAtov5rj,2,0,1,1,0,6
xKUINDBG,0,0,1,0,1,6
WknYTa,1,0,0,0,0,5
wX5K9Sgs,0,0,0,0,0,8
mycnwHNE,0,1,0,0,0,7
sSocsm,0,0,0,1,0,5
DlGzd1PS8n,0,0,0,0,0,10
sowWxpB,0,0,0,1,0,6
jKcWMIkRU,0,0,1,0,1,7
c2iASYdm1,1,0,1,0,0,7
b2JJWky7,0,0,0,0,0,8
rly6HMXr,0,0,0,0,0,8
vDXHWFwC,0,0,0,0,0,8
uU3vgY,0,0,0,0,2,4
D41qLI8,0,0,1,0,0,6
A5e8H3k,1,1,0,0,0,5
O3QRZyY,0,0,0,1,0,6
5KkRVNiKHZ,0,0,1,0,0,9
gPeZ15,0,1,0,0,0,5
5PuHScr,0,0,0,0,1,6
tNjJWMWhx1,0,0,0,0,0,10
4flB6JZceE,0,2,0,0,0,8
jxv99PngU,0,0,0,0,1,8
6ea7uPR1vy,1,1,0,0,1,7
43AxgYkql,1,0,0,0,0,8
UQIt5RV,0,0,1,0,1,5
Vo0fgWe,0,1,0,1,0,5
Lqqasx3Mu,1,0,0,0,1,7
Qg09LaMIev,1,1,1,0,0,7
H8Lie2edQ,0,2,1,0,0,6
PwjV8x7xJN,0,0,0,0,0,10
y8kucta2,1,0,0,0,1,6
xPz7PZ2t5,0,0,0,0,0,9
lhOZ945p9,0,0,0,1,0,8
U0siwq,0,0,1,0,1,4
GUVErjDi,0,1,1,0,1,5
Re2y8j,0,1,0,0,0,5
IZM1QuE,0,1,1,0,1,4
CXiY6gUP,0,0,1,0,1,6
Nn8EjAi,1,1,1,0,0,4
h5YOPxBAv,1,0,0,1,0,7
OUVN6t,0,0,0,1,1,4
H8TEKR9zxr,0,1,0,0,0,9
8euZDXHZ,0,1,0,0,1,6
0YBYUUTEG,0,1,0,0,2,6
H8Q6joPNjZ,0,0,0,1,0,9
iOWLn3,0,0,1,1,0,4
nIzUMM,0,0,1,0,1,4
dniexP0KD,0,1,1,0,0,7
qFRG1P4,0,0,0,0,0,7
n2h8xiAZT,1,0,1,0,0,7
D4QOULGpqj,0,0,0,1,1,8
62c6Gz,0,0,0,0,0,6
pftnnS1q8,0,0,0,0,0,9
O99XYWy,0,0,0,1,0,6
k5VcPRUz,0,0,0,0,1,7
oXinCMr,0,0,1,1,0,5
MVHqU3tG2l,0,0,0,0,1,9
MDCiNt,0,0,1,0,0,5
xyravWU,1,0,0,0,1,5
2pwwwC9W,0,0,0,0,0,8
9q7Btz,0,0,0,0,0,6
KryrsVj,0,0,0,0,0,7
w7y8qhnP,0,0,0,0,0,8
UMk9acPb,1,0,0,0,1,6
tMlkQ6sIC,0,0,1,0,0,8
MJYcOOwi,0,0,1,2,0,5
SsHUgj,0,0,0,0,1,5
ivcrukOs,0,0,1,1,1,5
qb16ef6U,0,1,0,0,1,6
aOq3MYv,1,0,0,1,0,5
3YGo4l,0,0,0,1,0,5
1M4Oyc,0,0,0,1,0,5
hzlQY5n,0,0,0,0,0,7
jkWfp4,0,0,0,0,0,6
mraost,1,0,0,1,0,4
sfpatMl,1,0,0,0,0,6
Ri2Q3c,0,0,1,0,0,5
M71kOQ,0,0,0,1,0,5
wJ4qQjGhb,0,0,0,0,0,9
k0VbCW60L,0,0,0,0,0,9
tzGcGqA2bU,1,0,0,0,1,8
TfHel5ya,1,1,0,0,0,6
RFXpdGm,0,0,0,0,0,7
3ddTebDJs,0,1,0,0,0,8
GsAWQDrnRK,1,0,0,0,0,9
uyotly,0,0,0,1,1,4
7t5c83Pk0X,0,0,0,0,0,10
KzbNBvu7f,0,0,0,0,1,8
ZN5sUwA7,1,0,0,0,1,6
UxSGHs,0,0,0,0,1,5
iMWXSwypvD,0,0,1,0,0,9
L8XvBu1,0,0,0,0,1,6
aWqTWF,1,0,0,0,0,5
TB7Lc6ICT,0,0,1,0,0,8
lVkaZQKNM,1,0,0,0,0,8
EfxPBr,0,1,0,0,0,5
cqGEGukG,0,1,0,0,1,6
574n66,0,0,0,0,0,6
SmJizI,0,0,2,0,0,4
n1MTOkIqY,0,0,1,1,0,7
jn59OJ6,0,0,0,1,0,6
P26bqmrn,0,0,0,0,0,8
l6KaghHt,1,0,0,0,0,7
c2g2gmO,0,0,0,1,0,6
I3QSg7,0,0,1,0,0,5
QY9lXC,0,0,0,0,0,6
BSp5w9rQ,0,0,0,0,0,8
KfTJVB8Q,0,0,0,0,0,8
4o23o7y,0,0,0,2,0,5
tYglanuM,1,0,0,0,1,6
tLFrta,1,0,0,0,0,5
yS0DGwvSF8,0,0,0,0,0,10
AT6sBOd,1,0,0,1,0,5
W5A8Lz0Py,1,0,0,0,0,8
XhyYqhQU,0,0,0,0,1,7
vw0u6AT5QX,1,0,0,0,1,8
l5WW3SQI2,0,0,1,0,0,8
wGtZNzj3G,0,0,0,0,0,9
X0QKdoP9,0,0,0,1,0,7
TPbfUlXlG,0,0,0,0,1,8
DEdDdSGDrO,0,1,0,1,0,8
ysEt7MC,0,1,0,0,0,6
pAH1y3rL,1,0,0,0,0,7
pkF4UnA,1,0,0,0,1,5
7SPLcHi4IJ,0,0,2,0,0,8
ViMpe1A,1,1,1,0,0,4
5suAxKAU8,2,0,0,0,2,5
GUlQrihHe,0,1,1,0,1,6
QTYU2RdrX,0,0,0,0,1,8
7L7YwjDlGi,0,0,1,0,0,9
6gFKyf1KO,0,0,0,1,0,8
eS0UiV,0,1,1,0,1,3
393uyY0s0,0,0,0,0,1,8
UiQzoXF8c,0,0,1,1,1,6
I477ciL,0,0,2,0,0,5
GbpcwR,0,0,0,0,0,6
bT0AOS6l,1,0,0,1,0,6
dR5a2SW6,1,0,0,0,0,7
TujBX2Z9x,0,0,0,0,1,8
z5zqeZiHh,0,1,1,0,0,7
yLRYHLmS,0,0,0,0,0,8
HoveVIX,0,1,1,1,0,4
FzybG1J7b,0,0,0,0,0,9
uVPowWW7,0,0,0,1,1,6
donpJm5Y46,0,0,0,1,0,9
6qhdUoh,0,0,0,1,1,5
gEBpoJZ,0,1,0,1,0,5
rSRMkQ6Hpj,0,0,0,0,0,10
gJ7XA7a,2,0,0,0,0,5
Gxa9bh,1,0,0,0,0,5
OLO2ozFKR,0,0,0,3,0,6
saq5vxO,1,0,0,1,0,5
dxMauQ,1,0,0,0,1,4
xLwai7,1,0,1,0,0,4
mPWcG24Lfc,0,0,0,0,0,10
tT8Oj1fc5,0,0,0,1,0,8
Tt6JBtLU,0,0,0,0,1,7
8K6E3K2,0,1,0,0,0,6
To7hsfD4b,0,0,0,1,0,8
KS2DL3P,0,0,0,0,0,7
dUihNUHPge,0,1,1,0,2,6
68TsqMX,0,0,0,0,0,7
hY1PIws,0,0,1,0,0,6
EKIn4TP,0,1,1,0,0,5
pA7D2Lh,1,0,0,0,0,6
Bol5rOWq,0,0,0,2,0,6
yi6TOz,0,0,1,1,0,4
zQ7j3q,0,0,0,0,0,6
gYVt9L2,0,0,0,0,0,7
pE7Dtn,0,1,0,0,0,5
mUPrthrZd,0,0,0,0,1,8
xMiPVm7OK,0,0,1,1,0,7
7aOgmJv,1,0,0,1,0,5
c2clzBVsc,0,0,0,0,0,9
msopk2,0,0,0,1,0,5
GMSYD6AD,1,0,0,0,0,7
tea1zrHZhg,1,1,0,0,0,8
tbxcC4z,0,0,0,0,0,7
J0qUETAg,1,1,0,0,1,5
edKSQv3,0,1,0,0,0,6
n9iNEQ92u,0,1,1,0,1,6
goaQbPCf,1,0,0,1,0,6
lexLXOR,0,1,0,1,0,5
onmHwNY,0,0,0,1,0,6
LRWd7I,0,0,1,0,0,5
663QwCk,0,0,0,0,0,7
uLFDkvmCf,0,0,0,0,1,8
TM16834T,0,0,0,0,0,8
Opc4SF,0,0,0,1,0,5
c7GbVIJ,0,0,1,0,0,6
WussQ45Pp7,0,0,0,0,1,9
uHjdyrq,0,0,0,0,1,6
H5GDC4oCsC,0,0,0,1,0,9
uqsL0Rzv,0,0,0,0,1,7
NTXIWv,0,0,1,0,0,5
ww4DJEPtek,0,2,0,0,0,8
yWnekpO1,0,1,0,1,0,6
pB4OBEPQ,0,1,0,1,0,6
pwpxr5qJL,0,0,0,0,0,9
jI4jsE,0,1,1,0,0,4
WL0LkHG3g,0,0,0,0,0,9
BrPXPrSJY,0,0,0,0,0,9
I64mUI,0,0,2,0,1,3
0EHLd9VAW,1,1,0,0,0,7
bqH2xa,1,0,0,0,0,5
2w1y9r,0,0,0,0,0,6
M4PRtGNb,0,0,0,0,0,8
vdun1WIV,0,0,1,0,1,6
2adAiru,2,0,1,0,1,3
1NCXiB,0,0,1,0,0,5
sYaqTnCJm,1,0,0,0,0,8
av9VZRC,1,0,0,0,0,6
XSD6IQbDY8,0,0,1,0,0,9
pC1hlt,0,0,0,0,0,6
UclyE8r,0,1,0,0,1,5
RLZOQv,0,0,0,1,0,5
UdX6s0yq,0,0,0,0,1,7
XCIZqS,0,0,1,0,0,5
batDjIj,1,0,1,0,0,5
xzCl2zk654,0,0,0,0,0,10
8jSdWe,0,1,0,0,0,5
yOqWVzhz9,0,0,0,1,0,8
J0fvvZDq,0,0,0,0,0,8
Pvey0JSEsv,0,2,0,0,0,8
MUA2K3,1,0,0,0,1,4
F1svKxbMs,0,0,0,0,0,9
1DVZ3z,0,0,0,0,0,6
R6qnwFHiHL,0,0,1,0,0,9
x7NB2mu,0,0,0,0,1,6
H6UngJPCF,0,0,0,0,1,8
XjiuwWHq,0,0,1,0,1,6
QzL6f89,0,0,0,0,0,7
ksJ79wNVd,0,0,0,0,0,9
ZuxgM1eA,1,1,0,0,1,5
sQIdQLni,0,0,2,0,0,6
wRtQ717,0,0,0,0,0,7
3822B3,0,0,0,0,0,6
lzeb4Bj,0,1,0,0,0,6
ypYhDFJHq,0,0,0,0,0,9
psc0zeQPN,0,1,0,0,0,8
9L4W36,0,0,0,0,0,6
A9DHaoB7qw,2,0,0,1,0,7
16TQXsBLh1,0,0,0,0,0,10
Q8lEub,0,1,0,0,1,4
BHxUGPaVgv,1,0,0,0,1,8
Z7PoNxWjFi,0,0,1,1,0,8
t8Y0c086Nz,0,0,0,0,0,10
g6URow,0,0,0,1,1,4
s7jL8h7vwK,0,0,0,0,0,10
KI8HHurK,0,0,1,0,1,6
cAjpxl,1,0,0,0,0,5
kBk4To,0,0,0,1,0,5
WISMlO,0,0,1,1,0,4
WmbzyDBmD,0,0,0,0,0,9
zX5HeWUoo,0,1,0,2,1,5
XLO8Klzm4l,0,0,0,1,0,9
Dau9yUnC,1,0,0,0,2,5
d6XwIiyI,0,0,3,0,0,5
rzEhkMa,1,1,0,0,0,5
v3ybbKW,0,0,0,0,0,7
K7BwRi,0,0,1,0,0,5
F68Mr0wP2F,0,0,0,0,0,10
pBAKr4hg,1,0,0,0,0,7
46nfFsnsIZ,0,0,1,0,0,9
qLZur5M,0,0,0,0,1,6
w1sbdaHU,1,0,0,0,1,6
3aDDapzUs,2,0,0,0,1,6
7qc7o77nbx,0,0,0,1,0,9
kCfcrL,0,0,0,0,0,6
bSQmTWAB1,1,0,0,0,0,8
EoHNyGjHA,1,1,0,1,0,6
snIGIZO51,0,0,2,1,0,6
94zeUXm7Y,0,1,0,0,1,7
pGnLsSr,0,0,0,0,0,7
x1tcYKnSoj,0,0,0,1,0,9
FQC8Xkj,0,0,0,0,0,7
ETe0bDX0K,0,2,0,0,0,7
MeEQBy1,0,2,0,0,0,5
LBnMXD,0,0,0,0,0,6
hhb7krum4,0,0,0,0,1,8
9QfkPrL74,0,0,0,0,0,9
fSeKK2vsr,0,1,0,0,0,8
eR3bWsml,0,1,0,0,0,7
D05HGM,0,0,0,0,0,6
rTDd8wr,0,0,0,0,0,7
8a6xdyj,1,0,0,0,0,6
tTJfuA,1,0,0,0,1,4
HlpNjkh,0,0,0,0,0,7
rPYFW8CNH,0,0,0,0,0,9
63SRrec,0,1,0,0,0,6
vKS5hH,0,0,0,0,0,6
IaCYqMz,1,0,1,0,0,5
HAlu0G,1,0,0,0,1,4
lA5oGzkAQC,2,0,0,1,0,7
gi2fXbSI0Z,0,0,2,0,0,8
tfkZ1Ukva5,1,0,0,0,1,8
j1uxPln,0,0,0,0,1,6
uo95kpu,0,0,0,1,2,4
WM8HWKqeqA,1,1,0,0,0,8
o5v8cl,0,0,0,1,0,5
v3aZtE,1,1,0,0,0,4
bI7Qze,0,1,1,0,0,4
5uoJsLwe,0,1,0,1,1,5
VMMoG2,0,0,0,1,0,5
Xc1EHh,0,1,0,0,0,5
FzYwCgmGh,0,0,0,0,0,9
Mti1wI0,0,0,2,0,0,5
knjiQZ,0,0,1,0,0,5
c3xwReM,0,1,0,0,0,6
OyZU5iD1fw,0,0,1,1,1,7
VY5SknVV,0,0,0,0,0,8
ZpEmTWHh,0,1,0,0,0,7
gfwC1keM,0,1,0,0,0,7
vSqKXzxM5,0,0,0,0,0,9
oqzAshu,1,0,0,1,1,4
0acPz0,1,0,0,0,0,5
K5QW1KX,0,0,0,0,0,7
R9t2ov2oDm,0,0,0,2,0,8
yGf4zuH7,0,0,0,0,1,7
xJODoI6U,0,0,1,2,1,4
y2xrrg,0,0,0,0,0,6
x7PR1xUbdh,0,0,0,0,1,9
A9CSqOTR,1,0,0,1,0,6
JT6s9UwgUu,0,0,0,0,3,7
ehL1AdW,1,1,0,0,0,5
bT3gr3,0,0,0,0,0,6
7ROPkgQsyZ,0,0,0,1,0,9
BjxvIONTT,0,0,1,1,0,7
MjyhUZ,0,0,0,0,1,5
wWZGWG1Xm,0,0,0,0,0,9
9Q99kS,0,0,0,0,0,6
QCjHX6VM,0,0,0,0,0,8
4K8xvm43,0,0,0,0,0,8
293Xd00pM,0,0,0,0,0,9
pJNFunZZn5,0,0,0,0,1,9
5OFkLr3h,0,0,0,1,0,7
vFMIGmv,0,0,1,0,0,6
FfiWNCj5,0,0,1,0,0,7
P5L0OswlYh,0,0,0,1,0,9
ZmfSsKyS,0,0,0,0,0,8
la0038iTf,1,0,1,0,0,7
jyaZI0G,1,0,1,0,0,5
3ANusW71F,1,0,0,0,1,7
vi0i3ZZ,0,0,2,0,0,5
spTR3RxwQ,0,0,0,0,0,9
GrGlswj5w,0,0,0,0,0,9
XffZdemTn,0,1,0,0,0,8
2NIG6eu5M,0,1,1,0,1,6
hyyF5NT,0,0,0,0,0,7
EJVNfc8QW,0,1,0,0,0,8
9230HQBTRd,0,0,0,0,0,10
1kRYI6qx,0,0,1,0,0,7
T3Qb9uR8,0,0,0,0,1,7
GglVT3,0,0,0,0,0,6
oHeBVE8ldW,0,2,0,1,0,7
KNBXXsRv,0,0,0,0,0,8
426m5H,0,0,0,0,0,6
fceZxT03l2,0,1,0,0,0,9
l2HGyxu,0,0,0,0,1,6
2WieFUWt6,0,1,1,0,1,6
Z4XIEwr,0,1,1,0,0,5
3VJZPE4om,0,1,0,1,0,7
Wd6P33,0,0,0,0,0,6
FQGEVy,0,1,0,0,0,5
xQvihg,0,0,1,0,0,5
kcodxwYXx6,0,0,0,1,0,9
O6XAW3w,1,0,0,1,0,5
sCQV6QXAv,1,0,0,0,0,8
pyeieQRpsz,0,2,1,0,0,7
cbex9xNnn,0,1,0,0,0,8
7hxfzHf,0,0,0,0,0,7
Po5Alwzb,1,0,0,1,0,6
poZV2zCW,0,0,0,1,0,7
7FUTRR,0,0,0,0,1,5
rYAiveH,1,1,1,0,0,4
VPxbmdiF8o,0,0,1,1,0,8
L3fc5ftg,0,0,0,0,0,8
1DWG4Z,0,0,0,0,0,6
dAGzxySfuT,1,0,0,0,1,8
AOxed85,1,1,0,1,0,4
tG7geWN,0,1,0,0,0,6
ZbhXuA6t,1,0,0,0,1,6
dNIMFTus,0,0,1,0,1,6
q2hRBUhbl,0,0,0,0,1,8
0I0B61AUz,1,0,1,0,1,6
y9ZK5ct,0,0,0,0,0,7
GrsSJvkT,0,0,0,0,0,8
8QIPHTTbI,0,0,2,0,0,7
kOQ40pb,0,0,0,1,0,6
rb1mOxA2,1,0,0,1,0,6
tcCWPK,0,0,0,0,0,6
xbIACCV,1,0,1,0,0,5
9czA46p,1,0,0,0,0,6
YkFbCsoRZ,0,0,0,1,0,8
0t6IicV4WM,0,0,2,0,0,8
sSmJDxFrH,0,0,0,0,0,9
IXOnOF6V,0,0,1,2,0,5
WcRtcsxU,0,0,0,0,1,7
9E4TCi,0,1,1,0,0,4
ik1cv9vdFW,0,0,1,0,0,9
VZ98OYwg,0,0,0,1,0,7
ZHytfAAAp,3,0,0,0,0,6
UWcYkmI,0,0,1,0,1,5
uumPFzztGg,0,0,0,0,2,8
hhaEuA6rU,2,1,0,0,2,4
vNmNx2,0,0,0,0,0,6
g0rfp8OYs7,0,0,0,1,0,9
7g0GjE,0,1,0,0,0,5
b2UhxM,0,0,0,0,1,5
S8U1Oe,0,1,0,1,1,3
MO71s5DL,0,0,0,1,0,7
bqCf9IqthY,0,0,1,0,0,9
bLB1Gk,0,0,0,0,0,6
KYiZ5wLzx,0,0,1,0,0,8
pS0o3d,0,0,0,1,0,5
HonY6CLom,0,0,0,2,0,7
d4ws1eahV,1,1,0,0,0,7
KZnp5P,0,0,0,0,0,6
p4Mnd2tytc,0,0,0,0,0,10
VsoR1Atu,1,0,0,1,1,5
a7I8vHtphO,1,0,1,1,0,7
jOHRCxEujJ,0,1,0,1,1,7
dr3dlbzQ,0,0,0,0,0,8
ruRctPLF33,0,0,0,0,1,9
n2ccGYr,0,0,0,0,0,7
uuXdS9,0,0,0,0,2,4
vXkuttzVX,0,0,0,0,1,8
9KaJfp0,1,0,0,0,0,6
s2bOkhS7,0,0,0,1,0,7
rZvFLAryGE,1,1,0,0,0,8
hdQ79Nw,0,0,0,0,0,7
7Wq09tSo,0,0,0,1,0,7
wovEgVVaW,1,1,0,1,0,6
dQPVQl4,0,0,0,0,0,7
8IvErO,0,1,1,1,0,3
Oa6KD4xZ,1,0,0,1,0,6
cBeYGh,0,1,0,0,0,5
H5OJxSllxC,0,0,0,1,0,9
vfOYADS,1,0,0,1,0,5
abnyso1c,1,0,0,1,0,6
v6d7BN00,0,0,0,0,0,8
snpgxax,1,0,0,0,0,6
p0mAN4,1,0,0,0,0,5
eYcsVly,0,1,0,0,0,6
KhkGRnIj,0,0,1,0,0,7
AAgBYdHy9J,2,0,0,0,0,8
xnar7f,1,0,0,0,0,5
iL6ZDlipKw,0,0,2,0,0,8
SGlbzEV,0,1,0,0,0,6
iO5CCVGf,0,0,1,1,0,6
wizaAQWh69,2,0,1,0,0,7
IVNU5eOHGL,0,1,1,1,1,6
M9endn5,0,1,0,0,0,6
RcqVuqyaX,1,0,0,0,1,7
hzsrPRZMu,0,0,0,0,1,8
yEgVNM,0,1,0,0,0,5
D0rk5qo,0,0,0,1,0,6
5CDMpEuCN,0,1,0,0,1,7
2X9i253D1V,0,0,1,0,0,9
SpJeoTd78Q,0,1,0,1,0,8
YmY3EsXqj,0,1,0,0,0,8
7M3eOrgNkD,0,1,0,1,0,8
FcnZBsL8s,0,0,0,0,0,9
4GqtqB,0,0,0,0,0,6
dOZ7cXFHt3,0,0,0,1,0,9
dFQSe37,0,1,0,0,0,6
myntX5,0,0,0,0,0,6
EGgTuAnDoT,1,1,0,1,1,6
0SS0rGA1xJ,1,0,0,0,0,9
TsRjylE,0,1,0,0,0,6
Y6DLIH,0,0,1,0,0,5
3uQT4QVYh,0,0,0,0,1,8
F9Tut1RmLG,0,0,0,0,1,9
t52HFoE,0,1,0,1,0,5
2YXLsBV9,0,0,0,0,0,8
BLYvZwaS9d,1,0,0,0,0,9
wDn3JnK,0,0,0,0,0,7
9vXVBMkO,0,0,0,1,0,7
94hOirX,0,0,1,1,0,5
eB4MYx3,0,1,0,0,0,6
YUiMKUh,0,0,1,0,2,4
8cewT1,0,1,0,0,0,5
jUcPqBCT,0,0,0,0,1,7
fRMfjaa,2,0,0,0,0,5
yrjzNZDIIP,0,0,2,0,0,8
SoNPRl8,0,0,0,1,0,6
qxFe56n,0,1,0,0,0,6
iI9TNv1,0,0,2,0,0,5
NnKEfkT,0,1,0,0,0,6
4DjoUUI,0,0,1,1,2,3
cXJDvVXbsG,0,0,0,0,0,10
fWXbJfZTT,0,0,0,0,0,9
6k7UUzfov,0,0,0,1,2,6
zXixSJ8esr,0,1,1,0,0,8
sgUXtgVv8,0,0,0,0,1,8
zoL1pz9Qlh,0,0,0,1,0,9
EiMNtm,0,1,1,0,0,4
Ot2gwRnFw,0,0,0,1,0,8
UdF2VcKJq,0,0,0,0,1,8
ICF4rUoOm,0,0,1,2,1,5
cGpraUY5,1,0,0,0,1,6
Cw0e4uZfy,0,1,0,0,1,7
7dD5mSK1,0,0,0,0,0,8
N6kXeTaHQu,1,1,0,0,1,7
MayqodVkvP,1,0,0,1,0,8
YrU066P2G1,0,0,0,0,1,9
K3li0Vi,0,0,2,0,0,5
dOocNL,0,0,0,2,0,4
LAjrRb,1,0,0,0,0,5
HI0G2Rog,0,0,1,1,0,6
vMN9M2o,0,0,0,1,0,6
pYgZpT,0,0,0,0,0,6
diT8G2K,0,0,1,0,0,6
guyWSd,0,0,0,0,1,5
ytAcBk,1,0,0,0,0,5
jOBkYuSS7,0,0,0,1,1,7
v3GpxUNOc,0,0,0,1,1,7
JoGud7,0,0,0,1,1,4
mI0gFuK,0,0,1,0,1,5
CBl4E0sBS,0,1,0,0,0,8
Ubr9Naws76,1,0,0,0,1,8
6XX6UsY,0,0,0,0,1,6
mvY7Ab1,1,0,0,0,0,6
2anNyu,1,0,0,0,1,4
Jbmx7gwB,0,0,0,0,0,8
ouHsFRGo6j,0,0,0,2,1,7
2jCtkJ,0,0,0,0,0,6
H1DkTGa8gG,1,0,0,0,0,9
RTnnsN45V,0,0,0,0,0,9
mK3dKCA3Jm,1,0,0,0,0,9
pfcHmjaYKZ,1,0,0,0,0,9
DGtIoL,0,0,1,1,0,4
gZzYS8HWo,0,0,0,1,0,8
3e00VuVdYQ,0,1,0,0,1,8
wAzp4A8,2,0,0,0,0,5
Kuwo5O3y9,0,0,0,2,1,6
1WhtcwrG0,0,0,0,0,0,9
Ju0ViuAmy,1,0,1,0,2,5
CQKxH4knPt,0,0,0,0,0,10
5bmExIsLL,0,1,1,0,0,7
c4VOIY9g,0,0,1,1,0,6
N0ppZx,0,0,0,0,0,6
QvRGYopXTd,0,0,0,1,0,9
YLMkNc,0,0,0,0,0,6
GuX6HaDb8,1,0,0,0,1,7
NXeYACYv,1,1,0,0,0,6
nhcSqPk,0,0,0,0,0,7
3y8pZAR,1,0,0,0,0,6
NSIx4J,0,0,1,0,0,5
wBi3uR4nl,0,0,1,0,1,7
qit3OApm,1,0,1,1,0,5
4ptHeR40x,0,1,0,0,0,8
IhUUWHrI,0,0,2,0,2,4
HWQpxX,0,0,0,0,0,6
lc8X6uueu,0,1,0,0,3,5
ZdYB8fW,0,0,0,0,0,7
S34Cmfr,0,0,0,0,0,7
BRIvQXQN,0,0,1,0,0,7
hLF96L,0,0,0,0,0,6
nWMKPhwy,0,0,0,0,0,8
iZAobmK26,1,0,1,1,0,6
fnA6qg,1,0,0,0,0,5
RcY4GIGMw,0,0,1,0,0,8
vFeG7e1Uq,0,2,0,0,1,6
CLUJep5mZ,0,1,0,0,1,7
d3umdQv,0,0,0,0,1,6
1Dxi6ZRXb,0,0,1,0,0,8
chMpkUnYUi,0,0,1,0,2,7
Wvzt5k03,0,0,0,0,0,8
6Tuaai4j23,2,0,1,0,1,6
f7JjqS,0,0,0,0,0,6
